id,course_id,code,description,bloom_level
co-00967,subj-0186,22EE5101.CO5,Describe power systems - ii concepts and techniques,Understand
co-00968,subj-0186,22EE5101.CO6,Distinguish power systems - ii concepts and techniques,Analyze
co-00969,subj-0187,22EE5102.CO1,Propose power electronics concepts and techniques,Create
co-00970,subj-0187,22EE5102.CO2,Differentiate power electronics concepts and techniques,Analyze
co-00971,subj-0187,22EE5102.CO3,Judge power electronics concepts and techniques,Evaluate
co-00972,subj-0187,22EE5102.CO4,Recall power electronics concepts and techniques,Remember
co-00973,subj-0187,22EE5102.CO5,Solve power electronics concepts and techniques,Apply
co-00974,subj-0187,22EE5102.CO6,Design power electronics concepts and techniques,Create
co-00975,subj-0188,22EE5103.CO1,Solve microprocessors & microcontrollers concepts and techniques,Apply
co-00976,subj-0188,22EE5103.CO2,Use microprocessors & microcontrollers concepts and techniques,Apply
co-00977,subj-0188,22EE5103.CO3,Apply microprocessors & microcontrollers concepts and techniques,Apply
co-00978,subj-0188,22EE5103.CO4,Implement microprocessors & microcontrollers concepts and techniques,Apply
co-00979,subj-0188,22EE5103.CO5,Propose microprocessors & microcontrollers concepts and techniques,Create
co-00980,subj-0188,22EE5103.CO6,Assess microprocessors & microcontrollers concepts and techniques,Evaluate
co-00981,subj-0189,22EE5104.CO1,Examine electrical measurements concepts and techniques,Analyze
co-00982,subj-0189,22EE5104.CO2,Evaluate electrical measurements concepts and techniques,Evaluate
co-00983,subj-0189,22EE5104.CO3,Design electrical measurements concepts and techniques,Create
co-00984,subj-0189,22EE5104.CO4,Analyze electrical measurements concepts and techniques,Analyze
co-00985,subj-0189,22EE5104.CO5,Identify electrical measurements concepts and techniques,Remember
co-00986,subj-0190,22EE5105.CO1,Describe power electronics lab concepts and techniques,Understand
co-00987,subj-0190,22EE5105.CO2,Implement power electronics lab concepts and techniques,Apply
co-00988,subj-0190,22EE5105.CO3,Judge power electronics lab concepts and techniques,Evaluate
co-00989,subj-0190,22EE5105.CO4,Examine power electronics lab concepts and techniques,Analyze
co-00990,subj-0190,22EE5105.CO5,List power electronics lab concepts and techniques,Remember
co-00991,subj-0191,22EE5106.CO1,Propose professional elective - i concepts and techniques,Create
co-00992,subj-0191,22EE5106.CO2,Solve professional elective - i concepts and techniques,Apply
co-00993,subj-0191,22EE5106.CO3,Formulate professional elective - i concepts and techniques,Create
co-00994,subj-0191,22EE5106.CO4,Describe professional elective - i concepts and techniques,Understand
co-00995,subj-0191,22EE5106.CO5,Examine professional elective - i concepts and techniques,Analyze
co-00996,subj-0191,22EE5106.CO6,Design professional elective - i concepts and techniques,Create
co-00997,subj-0192,22MC5101.CO1,Justify constitution of india concepts and techniques,Evaluate
co-00998,subj-0192,22MC5101.CO2,Propose constitution of india concepts and techniques,Create
co-00999,subj-0192,22MC5101.CO3,Classify constitution of india concepts and techniques,Understand
co-01000,subj-0192,22MC5101.CO4,Examine constitution of india concepts and techniques,Analyze
co-01001,subj-0192,22MC5101.CO5,Differentiate constitution of india concepts and techniques,Analyze
co-01002,subj-0193,22EE6101.CO1,Implement power system protection concepts and techniques,Apply
co-01003,subj-0193,22EE6101.CO2,Explain power system protection concepts and techniques,Understand
co-01004,subj-0193,22EE6101.CO3,Analyze power system protection concepts and techniques,Analyze
co-01005,subj-0193,22EE6101.CO4,Examine power system protection concepts and techniques,Analyze
co-01006,subj-0193,22EE6101.CO5,Interpret power system protection concepts and techniques,Understand
co-01007,subj-0193,22EE6101.CO6,Define power system protection concepts and techniques,Remember
co-01008,subj-0194,22EE6102.CO1,Differentiate renewable energy systems concepts and techniques,Analyze
co-01009,subj-0194,22EE6102.CO2,Distinguish renewable energy systems concepts and techniques,Analyze
co-01010,subj-0194,22EE6102.CO3,Analyze renewable energy systems concepts and techniques,Analyze
co-01011,subj-0194,22EE6102.CO4,Distinguish renewable energy systems concepts and techniques,Analyze
co-01012,subj-0194,22EE6102.CO5,Solve renewable energy systems concepts and techniques,Apply
co-01013,subj-0194,22EE6102.CO6,Assess renewable energy systems concepts and techniques,Evaluate
co-01014,subj-0195,22EE6103.CO1,Demonstrate electric drives concepts and techniques,Apply
co-01015,subj-0195,22EE6103.CO2,Analyze electric drives concepts and techniques,Analyze
co-01016,subj-0195,22EE6103.CO3,Implement electric drives concepts and techniques,Apply
co-01017,subj-0195,22EE6103.CO4,Explain electric drives concepts and techniques,Understand
co-01018,subj-0195,22EE6103.CO5,Identify electric drives concepts and techniques,Remember
co-01019,subj-0195,22EE6103.CO6,Interpret electric drives concepts and techniques,Understand
co-01020,subj-0196,22EE6104.CO1,Use digital signal processing concepts and techniques,Apply
co-01021,subj-0196,22EE6104.CO2,List digital signal processing concepts and techniques,Remember
co-01022,subj-0196,22EE6104.CO3,Analyze digital signal processing concepts and techniques,Analyze
co-01023,subj-0196,22EE6104.CO4,Implement digital signal processing concepts and techniques,Apply
co-01024,subj-0196,22EE6104.CO5,Develop digital signal processing concepts and techniques,Create
co-01025,subj-0197,22EE6105.CO1,Apply drives & renewable lab concepts and techniques,Apply
co-01026,subj-0197,22EE6105.CO2,Implement drives & renewable lab concepts and techniques,Apply
co-01027,subj-0197,22EE6105.CO3,Justify drives & renewable lab concepts and techniques,Evaluate
co-01028,subj-0197,22EE6105.CO4,Demonstrate drives & renewable lab concepts and techniques,Apply
co-01029,subj-0197,22EE6105.CO5,Critique drives & renewable lab concepts and techniques,Evaluate
co-01030,subj-0198,22EE6106.CO1,Critique professional elective - ii concepts and techniques,Evaluate
co-01031,subj-0198,22EE6106.CO2,Apply professional elective - ii concepts and techniques,Apply
co-01032,subj-0198,22EE6106.CO3,Analyze professional elective - ii concepts and techniques,Analyze
co-01033,subj-0198,22EE6106.CO4,Justify professional elective - ii concepts and techniques,Evaluate
co-01034,subj-0198,22EE6106.CO5,Critique professional elective - ii concepts and techniques,Evaluate
co-01035,subj-0198,22EE6106.CO6,Solve professional elective - ii concepts and techniques,Apply
co-01036,subj-0199,22EE6107.CO1,Justify open elective - i concepts and techniques,Evaluate
co-01037,subj-0199,22EE6107.CO2,Differentiate open elective - i concepts and techniques,Analyze
co-01038,subj-0199,22EE6107.CO3,Justify open elective - i concepts and techniques,Evaluate
co-01039,subj-0199,22EE6107.CO4,Examine open elective - i concepts and techniques,Analyze
co-01040,subj-0199,22EE6107.CO5,Examine open elective - i concepts and techniques,Analyze
co-01041,subj-0200,22EE7101.CO1,Construct smart grid technology concepts and techniques,Create
co-01042,subj-0200,22EE7101.CO2,Construct smart grid technology concepts and techniques,Create
co-01043,subj-0200,22EE7101.CO3,Identify smart grid technology concepts and techniques,Remember
co-01044,subj-0200,22EE7101.CO4,Design smart grid technology concepts and techniques,Create
co-01045,subj-0200,22EE7101.CO5,Distinguish smart grid technology concepts and techniques,Analyze
co-01046,subj-0200,22EE7101.CO6,Describe smart grid technology concepts and techniques,Understand
co-01047,subj-0201,22EE7102.CO1,Evaluate high voltage engineering concepts and techniques,Evaluate
co-01048,subj-0201,22EE7102.CO2,Analyze high voltage engineering concepts and techniques,Analyze
co-01049,subj-0201,22EE7102.CO3,Distinguish high voltage engineering concepts and techniques,Analyze
co-01050,subj-0201,22EE7102.CO4,Evaluate high voltage engineering concepts and techniques,Evaluate
co-01051,subj-0201,22EE7102.CO5,Summarize high voltage engineering concepts and techniques,Understand
co-01052,subj-0201,22EE7102.CO6,Formulate high voltage engineering concepts and techniques,Create
co-01053,subj-0202,22EE7103.CO1,Distinguish professional elective - iii concepts and techniques,Analyze
co-01054,subj-0202,22EE7103.CO2,Develop professional elective - iii concepts and techniques,Create
co-01055,subj-0202,22EE7103.CO3,Assess professional elective - iii concepts and techniques,Evaluate
co-01056,subj-0202,22EE7103.CO4,Distinguish professional elective - iii concepts and techniques,Analyze
co-01057,subj-0202,22EE7103.CO5,Develop professional elective - iii concepts and techniques,Create
co-01058,subj-0202,22EE7103.CO6,Use professional elective - iii concepts and techniques,Apply
co-01059,subj-0203,22EE7104.CO1,Demonstrate open elective - ii concepts and techniques,Apply
co-01060,subj-0203,22EE7104.CO2,Examine open elective - ii concepts and techniques,Analyze
co-01061,subj-0203,22EE7104.CO3,Differentiate open elective - ii concepts and techniques,Analyze
co-01062,subj-0203,22EE7104.CO4,Construct open elective - ii concepts and techniques,Create
co-01063,subj-0203,22EE7104.CO5,Assess open elective - ii concepts and techniques,Evaluate
co-01064,subj-0203,22EE7104.CO6,Analyze open elective - ii concepts and techniques,Analyze
co-01065,subj-0204,22EE7105.CO1,Implement project - i concepts and techniques,Apply
co-01066,subj-0204,22EE7105.CO2,Critique project - i concepts and techniques,Evaluate
co-01067,subj-0204,22EE7105.CO3,Judge project - i concepts and techniques,Evaluate
co-01068,subj-0204,22EE7105.CO4,Construct project - i concepts and techniques,Create
co-01069,subj-0204,22EE7105.CO5,Apply project - i concepts and techniques,Apply
co-01070,subj-0205,22EE7106.CO1,List seminar concepts and techniques,Remember
co-01071,subj-0205,22EE7106.CO2,Describe seminar concepts and techniques,Understand
co-01072,subj-0205,22EE7106.CO3,Classify seminar concepts and techniques,Understand
co-01073,subj-0205,22EE7106.CO4,Explain seminar concepts and techniques,Understand
co-01074,subj-0205,22EE7106.CO5,Justify seminar concepts and techniques,Evaluate
co-01075,subj-0206,22EE8101.CO1,Use professional elective - iv concepts and techniques,Apply
co-01076,subj-0206,22EE8101.CO2,Design professional elective - iv concepts and techniques,Create
co-01077,subj-0206,22EE8101.CO3,Develop professional elective - iv concepts and techniques,Create
co-01078,subj-0206,22EE8101.CO4,Identify professional elective - iv concepts and techniques,Remember
co-01079,subj-0206,22EE8101.CO5,Critique professional elective - iv concepts and techniques,Evaluate
co-01080,subj-0207,22EE8102.CO1,Examine project - ii concepts and techniques,Analyze
co-01081,subj-0207,22EE8102.CO2,Construct project - ii concepts and techniques,Create
co-01082,subj-0207,22EE8102.CO3,Summarize project - ii concepts and techniques,Understand
co-01083,subj-0207,22EE8102.CO4,Distinguish project - ii concepts and techniques,Analyze
co-01084,subj-0208,22EE8103.CO1,Use comprehensive viva concepts and techniques,Apply
co-01085,subj-0208,22EE8103.CO2,Implement comprehensive viva concepts and techniques,Apply
co-01086,subj-0208,22EE8103.CO3,Distinguish comprehensive viva concepts and techniques,Analyze
co-01087,subj-0208,22EE8103.CO4,Compare comprehensive viva concepts and techniques,Analyze
co-01088,subj-0209,22MA1101.CO1,Compare linear algebra & calculus concepts and techniques,Analyze
co-01089,subj-0209,22MA1101.CO2,Describe linear algebra & calculus concepts and techniques,Understand
co-01090,subj-0209,22MA1101.CO3,Judge linear algebra & calculus concepts and techniques,Evaluate
co-01091,subj-0209,22MA1101.CO4,Interpret linear algebra & calculus concepts and techniques,Understand
co-01092,subj-0209,22MA1101.CO5,Demonstrate linear algebra & calculus concepts and techniques,Apply
co-01093,subj-0210,22PH1101.CO1,Use applied physics concepts and techniques,Apply
co-01094,subj-0210,22PH1101.CO2,State applied physics concepts and techniques,Remember
co-01095,subj-0210,22PH1101.CO3,Explain applied physics concepts and techniques,Understand
co-01096,subj-0210,22PH1101.CO4,Summarize applied physics concepts and techniques,Understand
co-01097,subj-0210,22PH1101.CO5,State applied physics concepts and techniques,Remember
co-01098,subj-0210,22PH1101.CO6,State applied physics concepts and techniques,Remember
co-01099,subj-0211,22CS1101.CO1,List programming for problem solving (c) concepts and techniques,Remember
co-01100,subj-0211,22CS1101.CO2,State programming for problem solving (c) concepts and techniques,Remember
co-01101,subj-0211,22CS1101.CO3,Summarize programming for problem solving (c) concepts and techniques,Understand
co-01102,subj-0211,22CS1101.CO4,Assess programming for problem solving (c) concepts and techniques,Evaluate
co-01103,subj-0211,22CS1101.CO5,Explain programming for problem solving (c) concepts and techniques,Understand
co-01104,subj-0212,22CS1102.CO1,Classify programming for problem solving lab concepts and techniques,Understand
co-01105,subj-0212,22CS1102.CO2,State programming for problem solving lab concepts and techniques,Remember
co-01106,subj-0212,22CS1102.CO3,Explain programming for problem solving lab concepts and techniques,Understand
co-01107,subj-0212,22CS1102.CO4,Examine programming for problem solving lab concepts and techniques,Analyze
co-01108,subj-0213,22EN1101.CO1,Describe english - i concepts and techniques,Understand
co-01109,subj-0213,22EN1101.CO2,Summarize english - i concepts and techniques,Understand
co-01110,subj-0213,22EN1101.CO3,Use english - i concepts and techniques,Apply
co-01111,subj-0213,22EN1101.CO4,Analyze english - i concepts and techniques,Analyze
co-01112,subj-0213,22EN1101.CO5,Develop english - i concepts and techniques,Create
co-01113,subj-0214,22ME1101.CO1,Solve engineering drawing concepts and techniques,Apply
co-01114,subj-0214,22ME1101.CO2,State engineering drawing concepts and techniques,Remember
