id,college_id,student_id,scholarship_type,amount,semester,academic_year,disbursement_date,status,payment_mode,reference_number
sch-000963,college-aits-001,STU-00375,EBC,20000.0,1,2025-2026,2025-11-05,disbursed,RTGS,SCH266699
sch-000964,college-aits-001,STU-00379,EBC,20000.0,1,2025-2026,2025-10-03,disbursed,RTGS,SCH186424
sch-000965,college-aits-001,STU-00384,Merit,10000.0,1,2025-2026,2025-10-22,disbursed,NEFT,SCH154302
sch-000966,college-aits-001,STU-00385,EBC,20000.0,1,2025-2026,2025-10-21,disbursed,Direct Benefit Transfer,SCH891918
sch-000967,college-aits-001,STU-00387,Merit,10000.0,1,2025-2026,2025-09-14,disbursed,Direct Benefit Transfer,SCH199807
sch-000968,college-aits-001,STU-00389,Merit,10000.0,1,2025-2026,2025-09-07,disbursed,NEFT,SCH722518
sch-000969,college-aits-001,STU-00390,Merit,10000.0,1,2025-2026,2025-09-17,disbursed,NEFT,SCH108454
sch-000970,college-aits-001,STU-00392,EBC,20000.0,1,2025-2026,2025-11-11,disbursed,RTGS,SCH827744
sch-000971,college-aits-001,STU-00397,SC/ST Post-Matric,45000.0,1,2025-2026,,pending,RTGS,
sch-000972,college-aits-001,STU-00398,Merit,10000.0,1,2025-2026,2025-09-24,disbursed,NEFT,SCH428572
sch-000973,college-aits-001,STU-00401,Merit,10000.0,1,2025-2026,,pending,NEFT,
sch-000974,college-aits-001,STU-00402,Merit,10000.0,1,2025-2026,,pending,Direct Benefit Transfer,
sch-000975,college-aits-001,STU-00403,EBC,20000.0,1,2025-2026,2025-11-01,disbursed,NEFT,SCH561477
sch-000976,college-aits-001,STU-00404,EBC,20000.0,1,2025-2026,,pending,Direct Benefit Transfer,
sch-000977,college-aits-001,STU-00405,SC/ST Post-Matric,45000.0,1,2025-2026,2025-09-14,disbursed,RTGS,SCH327797
sch-000978,college-aits-001,STU-00407,SC/ST Post-Matric,45000.0,1,2025-2026,,pending,NEFT,
sch-000979,college-aits-001,STU-00410,Merit,10000.0,1,2025-2026,2025-11-24,disbursed,RTGS,SCH429780
sch-000980,college-aits-001,STU-00411,SC/ST Post-Matric,45000.0,1,2025-2026,,pending,NEFT,
sch-000981,college-aits-001,STU-00412,EBC,20000.0,1,2025-2026,2025-09-18,disbursed,Direct Benefit Transfer,SCH737107
sch-000982,college-aits-001,STU-00413,Merit,10000.0,1,2025-2026,2025-10-25,disbursed,NEFT,SCH989079
sch-000983,college-aits-001,STU-00415,Merit,10000.0,1,2025-2026,,pending,Direct Benefit Transfer,
sch-000984,college-aits-001,STU-00417,Merit,10000.0,1,2025-2026,2025-11-07,disbursed,RTGS,SCH777558
sch-000985,college-aits-001,STU-00419,SC/ST Post-Matric,45000.0,1,2025-2026,2025-09-26,disbursed,NEFT,SCH618927
sch-000986,college-aits-001,STU-00422,SC/ST Post-Matric,45000.0,1,2025-2026,,pending,Direct Benefit Transfer,
sch-000987,college-aits-001,STU-00423,SC/ST Post-Matric,45000.0,1,2025-2026,2025-11-03,disbursed,NEFT,SCH478638
sch-000988,college-aits-001,STU-00424,SC/ST Post-Matric,45000.0,1,2025-2026,2025-10-05,disbursed,Direct Benefit Transfer,SCH541307
sch-000989,college-aits-001,STU-00428,SC/ST Post-Matric,45000.0,1,2025-2026,2025-10-18,disbursed,RTGS,SCH907788
sch-000990,college-aits-001,STU-00429,EBC,20000.0,1,2025-2026,2025-09-01,disbursed,NEFT,SCH374921
sch-000991,college-aits-001,STU-00432,Merit,10000.0,1,2025-2026,2025-09-02,disbursed,RTGS,SCH631219
sch-000992,college-aits-001,STU-00433,Merit,10000.0,1,2025-2026,2025-10-21,disbursed,RTGS,SCH544150
sch-000993,college-aits-001,STU-00435,SC/ST Post-Matric,45000.0,1,2025-2026,,pending,Direct Benefit Transfer,
sch-000994,college-aits-001,STU-00437,SC/ST Post-Matric,45000.0,1,2025-2026,,pending,NEFT,
sch-000995,college-aits-001,STU-00438,EBC,20000.0,1,2025-2026,2025-10-03,disbursed,NEFT,SCH947312
sch-000996,college-aits-001,STU-00439,Merit,10000.0,1,2025-2026,2025-09-18,disbursed,Direct Benefit Transfer,SCH765105
sch-000997,college-aits-001,STU-00441,EBC,20000.0,1,2025-2026,2025-11-22,disbursed,RTGS,SCH832614
sch-000998,college-aits-001,STU-00443,Merit,10000.0,1,2025-2026,2025-10-24,disbursed,NEFT,SCH160718
sch-000999,college-aits-001,STU-00449,Merit,10000.0,1,2025-2026,2025-09-03,disbursed,NEFT,SCH575394
sch-001000,college-aits-001,STU-00452,Merit,10000.0,1,2025-2026,,pending,Direct Benefit Transfer,
sch-001001,college-aits-001,STU-00455,Merit,10000.0,1,2025-2026,2025-11-22,disbursed,NEFT,SCH113280
sch-001002,college-aits-001,STU-00456,SC/ST Post-Matric,45000.0,1,2025-2026,2025-11-05,disbursed,NEFT,SCH620526
sch-001003,college-aits-001,STU-00457,SC/ST Post-Matric,45000.0,1,2025-2026,2025-10-17,disbursed,Direct Benefit Transfer,SCH371840
sch-001004,college-aits-001,STU-00460,Merit,10000.0,1,2025-2026,,pending,RTGS,
sch-001005,college-aits-001,STU-00462,Merit,10000.0,1,2025-2026,2025-11-04,disbursed,NEFT,SCH451284
sch-001006,college-aits-001,STU-00464,SC/ST Post-Matric,45000.0,1,2025-2026,2025-10-09,disbursed,RTGS,SCH846925
sch-001007,college-aits-001,STU-00465,Merit,10000.0,1,2025-2026,,pending,RTGS,
sch-001008,college-aits-001,STU-00468,Merit,10000.0,1,2025-2026,,pending,Direct Benefit Transfer,
sch-001009,college-aits-001,STU-00471,SC/ST Post-Matric,45000.0,1,2025-2026,,pending,NEFT,
sch-001010,college-aits-001,STU-00473,SC/ST Post-Matric,45000.0,1,2025-2026,2025-11-22,disbursed,NEFT,SCH876764
sch-001011,college-aits-001,STU-00474,Merit,10000.0,1,2025-2026,,pending,NEFT,
sch-001012,college-aits-001,STU-00477,SC/ST Post-Matric,45000.0,1,2025-2026,2025-09-02,disbursed,RTGS,SCH257375
sch-001013,college-aits-001,STU-00479,SC/ST Post-Matric,45000.0,1,2025-2026,,pending,Direct Benefit Transfer,
sch-001014,college-aits-001,STU-00481,Merit,10000.0,1,2022-2023,2022-11-21,disbursed,RTGS,SCH335421
sch-001015,college-aits-001,STU-00481,Merit,10000.0,2,2022-2023,2023-04-08,disbursed,RTGS,SCH855276
sch-001016,college-aits-001,STU-00481,Merit,10000.0,3,2023-2024,2023-10-09,disbursed,NEFT,SCH699298
sch-001017,college-aits-001,STU-00481,Merit,10000.0,4,2023-2024,2024-04-04,disbursed,Direct Benefit Transfer,SCH806033
sch-001018,college-aits-001,STU-00481,Merit,10000.0,5,2024-2025,2024-09-06,disbursed,NEFT,SCH943409
sch-001019,college-aits-001,STU-00481,Merit,10000.0,6,2024-2025,2025-05-02,disbursed,RTGS,SCH172274
sch-001020,college-aits-001,STU-00481,Merit,10000.0,7,2025-2026,,pending,RTGS,
sch-001021,college-aits-001,STU-00482,SC/ST Post-Matric,45000.0,1,2022-2023,2022-10-03,disbursed,Direct Benefit Transfer,SCH578933
sch-001022,college-aits-001,STU-00482,SC/ST Post-Matric,45000.0,2,2022-2023,2023-03-12,disbursed,NEFT,SCH405759
sch-001023,college-aits-001,STU-00482,SC/ST Post-Matric,45000.0,3,2023-2024,2023-11-26,disbursed,RTGS,SCH875501
sch-001024,college-aits-001,STU-00482,SC/ST Post-Matric,45000.0,4,2023-2024,2024-05-08,disbursed,RTGS,SCH486162
sch-001025,college-aits-001,STU-00482,SC/ST Post-Matric,45000.0,5,2024-2025,2024-11-16,disbursed,NEFT,SCH868043
sch-001026,college-aits-001,STU-00482,SC/ST Post-Matric,45000.0,6,2024-2025,2025-05-25,disbursed,NEFT,SCH257880
sch-001027,college-aits-001,STU-00482,SC/ST Post-Matric,45000.0,7,2025-2026,,pending,Direct Benefit Transfer,
sch-001028,college-aits-001,STU-00484,Merit,10000.0,1,2022-2023,2022-10-21,disbursed,Direct Benefit Transfer,SCH110060
sch-001029,college-aits-001,STU-00484,Merit,10000.0,2,2022-2023,2023-04-01,disbursed,Direct Benefit Transfer,SCH494552
sch-001030,college-aits-001,STU-00484,Merit,10000.0,3,2023-2024,2023-11-24,disbursed,RTGS,SCH208998
sch-001031,college-aits-001,STU-00484,Merit,10000.0,4,2023-2024,2024-03-17,disbursed,NEFT,SCH540208
sch-001032,college-aits-001,STU-00484,Merit,10000.0,5,2024-2025,2024-10-02,disbursed,NEFT,SCH846221
sch-001033,college-aits-001,STU-00484,Merit,10000.0,6,2024-2025,2025-04-03,disbursed,NEFT,SCH342716
sch-001034,college-aits-001,STU-00484,Merit,10000.0,7,2025-2026,2025-11-14,disbursed,RTGS,SCH580728
sch-001035,college-aits-001,STU-00486,Merit,10000.0,1,2022-2023,2022-11-03,disbursed,Direct Benefit Transfer,SCH200219
sch-001036,college-aits-001,STU-00486,Merit,10000.0,2,2022-2023,2023-05-05,disbursed,Direct Benefit Transfer,SCH959793
sch-001037,college-aits-001,STU-00486,Merit,10000.0,3,2023-2024,2023-10-03,disbursed,Direct Benefit Transfer,SCH695403
sch-001038,college-aits-001,STU-00486,Merit,10000.0,4,2023-2024,2024-03-14,disbursed,Direct Benefit Transfer,SCH237057
sch-001039,college-aits-001,STU-00486,Merit,10000.0,5,2024-2025,2024-09-10,disbursed,RTGS,SCH992247
sch-001040,college-aits-001,STU-00486,Merit,10000.0,6,2024-2025,2025-04-26,disbursed,RTGS,SCH834764
sch-001041,college-aits-001,STU-00486,Merit,10000.0,7,2025-2026,2025-11-11,disbursed,RTGS,SCH344959
sch-001042,college-aits-001,STU-00487,EBC,20000.0,1,2022-2023,2022-09-07,disbursed,NEFT,SCH917823
sch-001043,college-aits-001,STU-00487,EBC,20000.0,2,2022-2023,2023-05-04,disbursed,NEFT,SCH210790
sch-001044,college-aits-001,STU-00487,EBC,20000.0,3,2023-2024,2023-09-15,disbursed,RTGS,SCH429287
sch-001045,college-aits-001,STU-00487,EBC,20000.0,4,2023-2024,2024-04-04,disbursed,Direct Benefit Transfer,SCH475691
sch-001046,college-aits-001,STU-00487,EBC,20000.0,5,2024-2025,2024-09-15,disbursed,RTGS,SCH585854
sch-001047,college-aits-001,STU-00487,EBC,20000.0,6,2024-2025,2025-04-28,disbursed,NEFT,SCH194813
sch-001048,college-aits-001,STU-00487,EBC,20000.0,7,2025-2026,2025-09-26,disbursed,Direct Benefit Transfer,SCH830729
sch-001049,college-aits-001,STU-00488,SC/ST Post-Matric,45000.0,1,2022-2023,2022-11-02,disbursed,NEFT,SCH976530
sch-001050,college-aits-001,STU-00488,SC/ST Post-Matric,45000.0,2,2022-2023,2023-04-05,disbursed,NEFT,SCH845702
sch-001051,college-aits-001,STU-00488,SC/ST Post-Matric,45000.0,3,2023-2024,2023-09-12,disbursed,RTGS,SCH638401
sch-001052,college-aits-001,STU-00488,SC/ST Post-Matric,45000.0,4,2023-2024,2024-03-22,disbursed,RTGS,SCH372804
sch-001053,college-aits-001,STU-00488,SC/ST Post-Matric,45000.0,5,2024-2025,2024-09-01,disbursed,RTGS,SCH996114
sch-001054,college-aits-001,STU-00488,SC/ST Post-Matric,45000.0,6,2024-2025,2025-04-18,disbursed,Direct Benefit Transfer,SCH676843
sch-001055,college-aits-001,STU-00488,SC/ST Post-Matric,45000.0,7,2025-2026,2025-09-04,disbursed,NEFT,SCH227352
sch-001056,college-aits-001,STU-00489,Merit,10000.0,1,2022-2023,2022-09-02,disbursed,NEFT,SCH237064
sch-001057,college-aits-001,STU-00489,Merit,10000.0,2,2022-2023,2023-03-27,disbursed,RTGS,SCH490321
sch-001058,college-aits-001,STU-00489,Merit,10000.0,3,2023-2024,2023-11-21,disbursed,Direct Benefit Transfer,SCH188121
sch-001059,college-aits-001,STU-00489,Merit,10000.0,4,2023-2024,2024-05-19,disbursed,RTGS,SCH952227
sch-001060,college-aits-001,STU-00489,Merit,10000.0,5,2024-2025,2024-09-01,disbursed,NEFT,SCH307356
sch-001061,college-aits-001,STU-00489,Merit,10000.0,6,2024-2025,2025-05-15,disbursed,NEFT,SCH196446
sch-001062,college-aits-001,STU-00489,Merit,10000.0,7,2025-2026,,pending,RTGS,
sch-001063,college-aits-001,STU-00490,SC/ST Post-Matric,45000.0,1,2022-2023,2022-09-06,disbursed,Direct Benefit Transfer,SCH554197
sch-001064,college-aits-001,STU-00490,SC/ST Post-Matric,45000.0,2,2022-2023,2023-05-13,disbursed,RTGS,SCH130914
sch-001065,college-aits-001,STU-00490,SC/ST Post-Matric,45000.0,3,2023-2024,2023-10-22,disbursed,RTGS,SCH281201
sch-001066,college-aits-001,STU-00490,SC/ST Post-Matric,45000.0,4,2023-2024,2024-04-07,disbursed,NEFT,SCH388339
sch-001067,college-aits-001,STU-00490,SC/ST Post-Matric,45000.0,5,2024-2025,2024-10-15,disbursed,NEFT,SCH136332
sch-001068,college-aits-001,STU-00490,SC/ST Post-Matric,45000.0,6,2024-2025,2025-05-20,disbursed,Direct Benefit Transfer,SCH357724
sch-001069,college-aits-001,STU-00490,SC/ST Post-Matric,45000.0,7,2025-2026,2025-11-10,disbursed,Direct Benefit Transfer,SCH602300
sch-001070,college-aits-001,STU-00492,SC/ST Post-Matric,45000.0,1,2022-2023,2022-09-03,disbursed,RTGS,SCH501620
sch-001071,college-aits-001,STU-00492,SC/ST Post-Matric,45000.0,2,2022-2023,2023-03-14,disbursed,NEFT,SCH773870
sch-001072,college-aits-001,STU-00492,SC/ST Post-Matric,45000.0,3,2023-2024,2023-11-08,disbursed,Direct Benefit Transfer,SCH941134
sch-001073,college-aits-001,STU-00492,SC/ST Post-Matric,45000.0,4,2023-2024,2024-05-26,disbursed,NEFT,SCH501078
sch-001074,college-aits-001,STU-00492,SC/ST Post-Matric,45000.0,5,2024-2025,2024-11-12,disbursed,RTGS,SCH670968
sch-001075,college-aits-001,STU-00492,SC/ST Post-Matric,45000.0,6,2024-2025,2025-04-12,disbursed,Direct Benefit Transfer,SCH626797
sch-001076,college-aits-001,STU-00492,SC/ST Post-Matric,45000.0,7,2025-2026,,pending,NEFT,
sch-001077,college-aits-001,STU-00495,SC/ST Post-Matric,45000.0,1,2022-2023,2022-10-20,disbursed,NEFT,SCH130726
sch-001078,college-aits-001,STU-00495,SC/ST Post-Matric,45000.0,2,2022-2023,2023-04-02,disbursed,RTGS,SCH655149
sch-001079,college-aits-001,STU-00495,SC/ST Post-Matric,45000.0,3,2023-2024,2023-10-25,disbursed,Direct Benefit Transfer,SCH344068
sch-001080,college-aits-001,STU-00495,SC/ST Post-Matric,45000.0,4,2023-2024,2024-03-04,disbursed,NEFT,SCH788772
sch-001081,college-aits-001,STU-00495,SC/ST Post-Matric,45000.0,5,2024-2025,2024-09-09,disbursed,Direct Benefit Transfer,SCH955937
sch-001082,college-aits-001,STU-00495,SC/ST Post-Matric,45000.0,6,2024-2025,2025-05-02,disbursed,NEFT,SCH703656
sch-001083,college-aits-001,STU-00495,SC/ST Post-Matric,45000.0,7,2025-2026,2025-10-12,disbursed,NEFT,SCH284654
sch-001084,college-aits-001,STU-00498,SC/ST Post-Matric,45000.0,1,2022-2023,2022-09-19,disbursed,RTGS,SCH945372
sch-001085,college-aits-001,STU-00498,SC/ST Post-Matric,45000.0,2,2022-2023,2023-05-23,disbursed,RTGS,SCH720298
sch-001086,college-aits-001,STU-00498,SC/ST Post-Matric,45000.0,3,2023-2024,2023-09-23,disbursed,Direct Benefit Transfer,SCH468765
sch-001087,college-aits-001,STU-00498,SC/ST Post-Matric,45000.0,4,2023-2024,2024-05-19,disbursed,NEFT,SCH690462
sch-001088,college-aits-001,STU-00498,SC/ST Post-Matric,45000.0,5,2024-2025,2024-09-27,disbursed,RTGS,SCH668458
sch-001089,college-aits-001,STU-00498,SC/ST Post-Matric,45000.0,6,2024-2025,2025-04-06,disbursed,RTGS,SCH139807
sch-001090,college-aits-001,STU-00498,SC/ST Post-Matric,45000.0,7,2025-2026,,pending,NEFT,
sch-001091,college-aits-001,STU-00499,Merit,10000.0,1,2022-2023,2022-09-17,disbursed,RTGS,SCH100716
sch-001092,college-aits-001,STU-00499,Merit,10000.0,2,2022-2023,2023-04-20,disbursed,NEFT,SCH945619
sch-001093,college-aits-001,STU-00499,Merit,10000.0,3,2023-2024,2023-09-11,disbursed,Direct Benefit Transfer,SCH286080
sch-001094,college-aits-001,STU-00499,Merit,10000.0,4,2023-2024,2024-04-02,disbursed,NEFT,SCH254887
sch-001095,college-aits-001,STU-00499,Merit,10000.0,5,2024-2025,2024-11-23,disbursed,NEFT,SCH911982
sch-001096,college-aits-001,STU-00499,Merit,10000.0,6,2024-2025,2025-03-28,disbursed,Direct Benefit Transfer,SCH482614
sch-001097,college-aits-001,STU-00499,Merit,10000.0,7,2025-2026,2025-09-12,disbursed,Direct Benefit Transfer,SCH514812
sch-001098,college-aits-001,STU-00500,Merit,10000.0,1,2022-2023,2022-11-04,disbursed,RTGS,SCH416423
sch-001099,college-aits-001,STU-00500,Merit,10000.0,2,2022-2023,2023-04-05,disbursed,NEFT,SCH867926
sch-001100,college-aits-001,STU-00500,Merit,10000.0,3,2023-2024,2023-10-26,disbursed,Direct Benefit Transfer,SCH610866
sch-001101,college-aits-001,STU-00500,Merit,10000.0,4,2023-2024,2024-05-11,disbursed,NEFT,SCH841535
sch-001102,college-aits-001,STU-00500,Merit,10000.0,5,2024-2025,2024-11-23,disbursed,Direct Benefit Transfer,SCH925220
sch-001103,college-aits-001,STU-00500,Merit,10000.0,6,2024-2025,2025-04-08,disbursed,Direct Benefit Transfer,SCH717558
sch-001104,college-aits-001,STU-00500,Merit,10000.0,7,2025-2026,2025-09-13,disbursed,Direct Benefit Transfer,SCH408823
sch-001105,college-aits-001,STU-00506,SC/ST Post-Matric,45000.0,1,2022-2023,2022-09-06,disbursed,Direct Benefit Transfer,SCH101885
sch-001106,college-aits-001,STU-00506,SC/ST Post-Matric,45000.0,2,2022-2023,2023-05-19,disbursed,RTGS,SCH992083
sch-001107,college-aits-001,STU-00506,SC/ST Post-Matric,45000.0,3,2023-2024,2023-11-02,disbursed,NEFT,SCH731650
sch-001108,college-aits-001,STU-00506,SC/ST Post-Matric,45000.0,4,2023-2024,2024-04-26,disbursed,Direct Benefit Transfer,SCH331625
sch-001109,college-aits-001,STU-00506,SC/ST Post-Matric,45000.0,5,2024-2025,2024-11-19,disbursed,NEFT,SCH620287
sch-001110,college-aits-001,STU-00506,SC/ST Post-Matric,45000.0,6,2024-2025,2025-03-11,disbursed,Direct Benefit Transfer,SCH181586
sch-001111,college-aits-001,STU-00506,SC/ST Post-Matric,45000.0,7,2025-2026,2025-09-12,disbursed,NEFT,SCH767090
sch-001112,college-aits-001,STU-00507,EBC,20000.0,1,2022-2023,2022-09-27,disbursed,Direct Benefit Transfer,SCH802571
sch-001113,college-aits-001,STU-00507,EBC,20000.0,2,2022-2023,2023-05-24,disbursed,RTGS,SCH568325
sch-001114,college-aits-001,STU-00507,EBC,20000.0,3,2023-2024,2023-09-09,disbursed,NEFT,SCH361662
sch-001115,college-aits-001,STU-00507,EBC,20000.0,4,2023-2024,2024-05-03,disbursed,RTGS,SCH369125
sch-001116,college-aits-001,STU-00507,EBC,20000.0,5,2024-2025,2024-09-24,disbursed,NEFT,SCH150486
sch-001117,college-aits-001,STU-00507,EBC,20000.0,6,2024-2025,2025-04-15,disbursed,Direct Benefit Transfer,SCH540038
sch-001118,college-aits-001,STU-00507,EBC,20000.0,7,2025-2026,2025-09-14,disbursed,RTGS,SCH468292
sch-001119,college-aits-001,STU-00511,Merit,10000.0,1,2022-2023,2022-11-13,disbursed,NEFT,SCH969067
sch-001120,college-aits-001,STU-00511,Merit,10000.0,2,2022-2023,2023-04-26,disbursed,Direct Benefit Transfer,SCH782591
sch-001121,college-aits-001,STU-00511,Merit,10000.0,3,2023-2024,2023-11-08,disbursed,NEFT,SCH573209
sch-001122,college-aits-001,STU-00511,Merit,10000.0,4,2023-2024,2024-03-26,disbursed,NEFT,SCH409234
sch-001123,college-aits-001,STU-00511,Merit,10000.0,5,2024-2025,2024-09-11,disbursed,RTGS,SCH209812
sch-001124,college-aits-001,STU-00511,Merit,10000.0,6,2024-2025,2025-03-11,disbursed,NEFT,SCH493696
sch-001125,college-aits-001,STU-00511,Merit,10000.0,7,2025-2026,,pending,NEFT,
sch-001126,college-aits-001,STU-00514,SC/ST Post-Matric,45000.0,1,2022-2023,2022-10-20,disbursed,Direct Benefit Transfer,SCH606186
sch-001127,college-aits-001,STU-00514,SC/ST Post-Matric,45000.0,2,2022-2023,2023-05-01,disbursed,RTGS,SCH785386
sch-001128,college-aits-001,STU-00514,SC/ST Post-Matric,45000.0,3,2023-2024,2023-09-20,disbursed,RTGS,SCH264735
sch-001129,college-aits-001,STU-00514,SC/ST Post-Matric,45000.0,4,2023-2024,2024-03-04,disbursed,RTGS,SCH315535
sch-001130,college-aits-001,STU-00514,SC/ST Post-Matric,45000.0,5,2024-2025,2024-09-14,disbursed,Direct Benefit Transfer,SCH681028
sch-001131,college-aits-001,STU-00514,SC/ST Post-Matric,45000.0,6,2024-2025,2025-05-24,disbursed,Direct Benefit Transfer,SCH378150
sch-001132,college-aits-001,STU-00514,SC/ST Post-Matric,45000.0,7,2025-2026,,pending,NEFT,
sch-001133,college-aits-001,STU-00515,EBC,20000.0,1,2022-2023,2022-09-13,disbursed,Direct Benefit Transfer,SCH676363
sch-001134,college-aits-001,STU-00515,EBC,20000.0,2,2022-2023,2023-04-05,disbursed,NEFT,SCH478356
sch-001135,college-aits-001,STU-00515,EBC,20000.0,3,2023-2024,2023-09-14,disbursed,NEFT,SCH408857
sch-001136,college-aits-001,STU-00515,EBC,20000.0,4,2023-2024,2024-05-21,disbursed,Direct Benefit Transfer,SCH603660
sch-001137,college-aits-001,STU-00515,EBC,20000.0,5,2024-2025,2024-09-04,disbursed,NEFT,SCH317005
sch-001138,college-aits-001,STU-00515,EBC,20000.0,6,2024-2025,2025-03-21,disbursed,RTGS,SCH185916
sch-001139,college-aits-001,STU-00515,EBC,20000.0,7,2025-2026,,pending,RTGS,
sch-001140,college-aits-001,STU-00517,SC/ST Post-Matric,45000.0,1,2022-2023,2022-10-16,disbursed,Direct Benefit Transfer,SCH377877
sch-001141,college-aits-001,STU-00517,SC/ST Post-Matric,45000.0,2,2022-2023,2023-03-21,disbursed,Direct Benefit Transfer,SCH506351
sch-001142,college-aits-001,STU-00517,SC/ST Post-Matric,45000.0,3,2023-2024,2023-09-12,disbursed,RTGS,SCH487345
sch-001143,college-aits-001,STU-00517,SC/ST Post-Matric,45000.0,4,2023-2024,2024-03-15,disbursed,NEFT,SCH376085
sch-001144,college-aits-001,STU-00517,SC/ST Post-Matric,45000.0,5,2024-2025,2024-10-15,disbursed,RTGS,SCH337232
sch-001145,college-aits-001,STU-00517,SC/ST Post-Matric,45000.0,6,2024-2025,2025-04-19,disbursed,NEFT,SCH258471
sch-001146,college-aits-001,STU-00517,SC/ST Post-Matric,45000.0,7,2025-2026,,pending,Direct Benefit Transfer,
sch-001147,college-aits-001,STU-00518,EBC,20000.0,1,2022-2023,2022-10-26,disbursed,Direct Benefit Transfer,SCH534096
sch-001148,college-aits-001,STU-00518,EBC,20000.0,2,2022-2023,2023-05-08,disbursed,Direct Benefit Transfer,SCH163946
sch-001149,college-aits-001,STU-00518,EBC,20000.0,3,2023-2024,2023-10-27,disbursed,Direct Benefit Transfer,SCH538967
sch-001150,college-aits-001,STU-00518,EBC,20000.0,4,2023-2024,2024-05-22,disbursed,RTGS,SCH700534
sch-001151,college-aits-001,STU-00518,EBC,20000.0,5,2024-2025,2024-09-16,disbursed,RTGS,SCH182790
sch-001152,college-aits-001,STU-00518,EBC,20000.0,6,2024-2025,2025-04-28,disbursed,Direct Benefit Transfer,SCH136415
sch-001153,college-aits-001,STU-00518,EBC,20000.0,7,2025-2026,2025-11-19,disbursed,Direct Benefit Transfer,SCH810446
sch-001154,college-aits-001,STU-00520,EBC,20000.0,1,2022-2023,2022-11-05,disbursed,NEFT,SCH893969
sch-001155,college-aits-001,STU-00520,EBC,20000.0,2,2022-2023,2023-04-06,disbursed,NEFT,SCH322182
sch-001156,college-aits-001,STU-00520,EBC,20000.0,3,2023-2024,2023-09-05,disbursed,NEFT,SCH543940
sch-001157,college-aits-001,STU-00520,EBC,20000.0,4,2023-2024,2024-03-22,disbursed,RTGS,SCH311727
sch-001158,college-aits-001,STU-00520,EBC,20000.0,5,2024-2025,2024-11-05,disbursed,Direct Benefit Transfer,SCH370413
